Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
lamivudine-zidovudine tabs 150-300 mg,1,
LEXIVA TABS 700 MG [fosamprenavir calcium],2,
nevirapine er tb24 400 mg,1,
nevirapine susp 50 mg/5ml,1,
nevirapine tabs 200 mg,1,
NORVIR SOLN 80 MG/ML [ritonavir],2,
PREZISTA TABS 150 MG [darunavir ethanolate],2,
PREZISTA TABS 600 MG [darunavir ethanolate],2,
PREZISTA TABS 75 MG [darunavir ethanolate],2,
PREZISTA TABS 800 MG [darunavir ethanolate],2,
RESCRIPTOR TABS 100 MG [delavirdine mesylate],2,
RESCRIPTOR TABS 200 MG [delavirdine mesylate],2,
SELZENTRY TABS 150 MG [maraviroc],2,
SELZENTRY TABS 25 MG [maraviroc],2,
SELZENTRY TABS 300 MG [maraviroc],2,
SELZENTRY TABS 75 MG [maraviroc],2,
stavudine caps 15 mg,1,
stavudine caps 20 mg,1,
stavudine caps 30 mg,1,
stavudine caps 40 mg,1,
STRIBILD TABS 150-150-200-300 MG [elvitegravir- cobicistat-emtricitabine-tenofovir df],2,
SYMFI LO TABS 400-300-300 MG [efavirenz- lamivudine-tenofovir disoproxil fumarate],1,
SYMFI TABS 600-300-300 MG [efavirenz-lamivudine- tenofovir disoproxil fumarate],1,
SYMTUZA TABS 800-150-200-10 MG [darunavir- cobicistat-emtricitabine-tenofovir alafenamide],2,
TIVICAY TABS 50 MG [dolutegravir sodium],2,
TRIUMEQ TABS 600-50-300 MG [abacavir- dolutegravir-lamivudine],2,
TRUVADA TABS 200-300 MG [emtricitabine-tenofovir disoproxil fumarate],2,
VIDEX SOLR 2 GM [didanosine],2,
VIDEX SOLR 4 GM [didanosine],2,
VIRACEPT TABS 250 MG [nelfinavir mesylate],2,
VIRACEPT TABS 625 MG [nelfinavir mesylate],2,
VIRAMUNE SUSP 50 MG/5ML [nevirapine],2,
ZIAGEN SOLN 20 MG/ML [abacavir sulfate],2,
zidovudine caps 100 mg,1,
zidovudine syrp 50 mg/5ml,1,
zidovudine tabs 300 mg,1,
amikacin sulfate soln 500 mg/2ml,1,MB
amoxicillin caps 250 mg,1,
amoxicillin caps 500 mg,1,
amoxicillin chew 125 mg,2,
amoxicillin chew 250 mg,2,
amoxicillin susr 125 mg/5ml,1,
amoxicillin susr 200 mg/5ml,1,
amoxicillin susr 250 mg/5ml,1,
amoxicillin susr 400 mg/5ml,1,
amoxicillin-pot clavulanate chew 200-28.5 mg,1,
amoxicillin-pot clavulanate chew 400-57 mg,1,
amoxicillin-pot clavulanate susr 200-28.5 mg/5ml,1,
amoxicillin-pot clavulanate susr 250-62.5 mg/5ml,1,
amoxicillin-pot clavulanate susr 400-57 mg/5ml,1,
amoxicillin-pot clavulanate susr 600-42.9 mg/5ml,1,
amoxicillin-pot clavulanate tabs 250-125 mg,1,
amoxicillin-pot clavulanate tabs 500-125 mg,1,
amoxicillin-pot clavulanate tabs 875-125 mg,1,
amp-sulbacta inj 1.5gm,1,MB
ampicillin caps 250 mg,1,
ampicillin caps 500 mg,1,
ampicillin sodium solr 1 gm,1,MB
ampicillin sodium solr 10 gm,1,MB
ampicillin sodium solr 125 mg,2,MB
ampicillin sodium solr 2 gm,1,MB
ampicillin sodium solr 250 mg,1,MB
ampicillin sodium solr 500 mg,1,MB
ampicillin susr 125 mg/5ml,2,
ampicillin susr 250 mg/5ml,2,
ampicillin-sulbactam sodium solr 1.5 (1-0.5) gm,1,MB
ampicillin-sulbactam sodium solr 15 (10-5) gm,1,MB
ampicillin-sulbactam sodium solr 3 (2-1) gm,1,MB
AUGMENTIN SUSR 125-31.25 MG/5ML [amoxicillin & pot clavulanate],2,
AVELOX SOLN 400 MG/250ML [moxifloxacin hcl in sodium chloride],2,MB
AZACTAM IN DEXTROSE SOLN 1 GM/50ML [aztreonam-dextrose],2,MB
AZACTAM IN DEXTROSE SOLN 2 GM/50ML [aztreonam-dextrose],2,MB
azithromycin solr 500 mg,1,MB
azithromycin susr 100 mg/5ml,1,
azithromycin susr 200 mg/5ml,1,
azithromycin tabs 250 mg,1,
azithromycin tabs 500 mg,1,
azithromycin tabs 600 mg,1,
aztreonam solr 1 gm,1,MB
aztreonam solr 2 gm,1,MB
bacitracin solr 50000 unit,1,MB
BICILLIN L-A SUSP 1200000 UNIT/2ML [penicillin g benzathine],2,MB
BICILLIN L-A SUSP 2400000 UNIT/4ML [penicillin g benzathine],2,MB
BICILLIN L-A SUSP 600000 UNIT/ML [penicillin g benzathine],2,MB
CAYSTON SOLR 75 MG [aztreonam lysine],4,"QL - 30 day(s),LD"
cefaclor caps 250 mg,1,
cefaclor caps 500 mg,1,
cefadroxil caps 500 mg,1,
cefazolin sodium solr 1 gm,1,MB
cefazolin sodium solr 10 gm,1,MB
cefazolin sodium solr 20 gm,1,MB
cefazolin sodium solr 500 mg,1,MB
cefazolin sodium-dextrose soln 1-4 gm/50ml-%,1,MB
CEFAZOLIN SODIUM-DEXTROSE SOLR 1-4 GM- %(50ML) [cefazolin sodium-dextrose],2,MB
cefdinir susr 125 mg/5ml,1,
cefdinir susr 250 mg/5ml,1,
cefepime hcl solr 1 gm,1,MB
cefepime hcl solr 2 gm,1,MB
CEFEPIME-DEXTROSE SOLR 1-5 GM-%(50ML) [cefepime hcl-dextrose],2,MB
CEFEPIME-DEXTROSE SOLR 2-5 GM-%(50ML) [cefepime hcl-dextrose],2,MB
cefotaxime sodium inj 10gm,1,MB
cefotaxime sodium solr 1 gm,1,MB
cefotaxime sodium solr 2 gm,1,MB
cefotaxime sodium solr 500 mg,1,MB
cefotetan disodium solr 1 gm,1,MB
cefotetan disodium solr 2 gm,1,MB
CEFOTETAN DISODIUM-DEXTROSE SOLR 1-3.58 GM-%(50ML) [cefotetan disodium and dextrose],2,MB
CEFOTETAN DISODIUM-DEXTROSE SOLR 2-2.08 GM-%(50ML) [cefotetan disodium and dextrose],2,MB
cefoxitin sodium solr 1 gm,1,MB
cefoxitin sodium solr 10 gm,1,MB
cefoxitin sodium solr 2 gm,1,MB
CEFOXITIN SODIUM-DEXTROSE SOLR 1-4 GM- %(50ML) [cefoxitin sodium and dextrose],2,MB
CEFOXITIN SODIUM-DEXTROSE SOLR 2-2.2 GM- %(50ML) [cefoxitin sodium and dextrose],2,MB
cefpodoxime proxetil susr 100 mg/5ml,1,
cefpodoxime proxetil susr 50 mg/5ml,1,
cefpodoxime proxetil tabs 100 mg,1,
cefpodoxime proxetil tabs 200 mg,1,
ceftazidime solr 6 gm,1,MB
CEFTIN SUSR 125 MG/5ML [cefuroxime axetil],2,
ceftriaxone sodium in dextrose soln 20 mg/ml,1,MB
ceftriaxone sodium in dextrose soln 40 mg/ml,1,MB
ceftriaxone sodium solr 1 gm,1,MB
ceftriaxone sodium solr 10 gm,1,MB
ceftriaxone sodium solr 2 gm,1,MB
ceftriaxone sodium solr 250 mg,1,MB
ceftriaxone sodium solr 500 mg,1,MB
CEFTRIAXONE SODIUM-DEXTROSE SOLR 1-3.74 GM-%(50ML) [ceftriaxone sodium and dextrose],2,MB
CEFTRIAXONE SODIUM-DEXTROSE SOLR 2-2.22 GM-%(50ML) [ceftriaxone sodium and dextrose],2,MB
cefuroxime axetil tabs 250 mg,1,
cefuroxime axetil tabs 500 mg,1,
cefuroxime sodium solr 1.5 gm,1,MB
cefuroxime sodium solr 7.5 gm,1,MB
cefuroxime sodium solr 750 mg,1,MB
cephalexin caps 250 mg,1,
cephalexin caps 500 mg,1,
cephalexin susr 125 mg/5ml,1,
cephalexin susr 250 mg/5ml,1,
cephalexin tabs 500 mg,2,
chloramphenicol sod succinate solr 1 gm,2,MB
CIPRO SUSR 250 MG/5ML (5%) [ciprofloxacin],2,
CIPRO SUSR 500 MG/5ML (10%) [ciprofloxacin],2,
ciprofloxacin hcl tabs 250 mg,1,
ciprofloxacin hcl tabs 500 mg,1,
ciprofloxacin hcl tabs 750 mg,1,
ciprofloxacin in d5w soln 200 mg/100ml,1,MB
ciprofloxacin in d5w soln 400 mg/200ml,1,MB
clarithromycin susr 125 mg/5ml,1,
clarithromycin susr 250 mg/5ml,1,
clarithromycin tabs 250 mg,1,
CLARITHROMYCIN TABS 500 MG [clarithromycin],1,
CLEOCIN IN D5W SOLN 300 MG/50ML [clindamycin phosphate in d5w],2,MB
CLEOCIN IN D5W SOLN 600 MG/50ML [clindamycin phosphate in d5w],2,MB
CLEOCIN IN D5W SOLN 900 MG/50ML [clindamycin phosphate in d5w],2,MB
[Clindamycin Phosphate] CLEOCIN PHOSPHATE SOLN 300 MG/2ML,1,MB
[Clindamycin Phosphate] CLEOCIN PHOSPHATE SOLN 900 MG/6ML,1,MB
[Clindamycin Palmitate Hydrochloride] CLEOCIN SOLR 75 MG/5ML,2,
clindamycin hcl caps 150 mg,1,
clindamycin hcl caps 300 mg,1,
clindamycin palmitate hcl solr 75 mg/5ml,1,
clindamycin phosphate soln 300 mg/2ml,1,MB
CLINDAMYCIN PHOSPHATE SOLN 600 MG/4ML [clindamycin phosphate],1,MB
clindamycin phosphate soln 9000 mg/60ml,1,MB
CUBICIN SOLR 500 MG [daptomycin],4,MB
demeclocycline hcl tabs 150 mg,1,
demeclocycline hcl tabs 300 mg,1,
dicloxacillin sodium caps 250 mg,1,
dicloxacillin sodium caps 500 mg,1,
[Doxycycline Hyclate] DOXY 100 SOLR 100 MG,1,MB
doxycycline hyclate caps 100 mg,1,
doxycycline hyclate caps 50 mg,1,
doxycycline hyclate tabs 100 mg,1,
doxycycline hyclate tabs 20 mg,1,
doxycycline monohydrate susr 25 mg/5ml,1,
doxycycline monohydrate tabs 100 mg,1,
doxycycline monohydrate tabs 50 mg,1,
ERYTHROCIN LACTOBIONATE SOLR 500 MG [erythromycin lactobionate],2,MB
FIRVANQ SOLR 25 MG/ML [vancomycin hcl],2,
FIRVANQ SOLR 50 MG/ML [vancomycin hcl],2,
fluconazole in sodium chloride soln 100-0.9 mg/50ml-%,1,MB
FORTAZ IN D5W SOLN 1-5 GM/50ML-% [ceftazidime sodium in d5w],2,MB
FORTAZ IN D5W SOLN 2-5 GM/50ML-% [ceftazidime sodium in d5w],2,MB
FORTAZ SOLR 500 MG [ceftazidime],2,MB
gentamicin in saline soln 0.8-0.9 mg/ml-%,1,MB
gentamicin in saline soln 0.9-0.9 mg/ml-%,2,MB
gentamicin in saline soln 1-0.9 mg/ml-%,1,MB
gentamicin in saline soln 1.2-0.9 mg/ml-%,1,MB
gentamicin in saline soln 1.4-0.9 mg/ml-%,2,MB
gentamicin in saline soln 1.6-0.9 mg/ml-%,1,MB
gentamicin in saline soln 2-0.9 mg/ml-%,2,MB
gentamicin sulfate soln 10 mg/ml,1,MB
gentamicin sulfate soln 40 mg/ml,1,MB
INVANZ SOLR 1 GM [ertapenem sodium],4,MB
levofloxacin in d5w soln 250 mg/50ml,1,MB
levofloxacin in d5w soln 500 mg/100ml,1,MB
levofloxacin in d5w soln 750 mg/150ml,1,MB
levofloxacin soln 25 mg/ml,1,
levofloxacin tabs 250 mg,1,
levofloxacin tabs 500 mg,1,
levofloxacin tabs 750 mg,1,
linezolid soln 600 mg/300ml,1,MB
linezolid susr 100 mg/5ml,1,
meropenem solr 1 gm,1,MB
meropenem solr 500 mg,1,MB
MINOCIN SOLR 100 MG [minocycline hcl],2,MB
minocycline hcl caps 100 mg,1,
minocycline hcl caps 50 mg,1,
minocycline hcl caps 75 mg,1,
moxifloxacin hcl tabs 400 mg,1,
NAFCILLIN SODIUM IN DEXTROSE SOLN 1 GM/50ML [nafcillin sodium in dextrose],2,MB
NAFCILLIN SODIUM IN DEXTROSE SOLN 2 GM/100ML [nafcillin sodium in dextrose],2,MB
nafcillin sodium solr 1 gm,1,MB
nafcillin sodium solr 10 gm,1,MB
nafcillin sodium solr 2 gm,1,MB
neomycin sulfate tabs 500 mg,1,
OXACILLIN SODIUM IN DEXTROSE SOLN 1 GM/50ML [oxacillin sodium in dextrose],2,MB
OXACILLIN SODIUM IN DEXTROSE SOLN 2 GM/50ML [oxacillin sodium in dextrose],2,MB
oxacillin sodium solr 1 gm,1,MB
oxacillin sodium solr 2 gm,1,MB
PENICILLIN G POT IN DEXTROSE SOLN 20000 UNIT/ML [penicillin g pot in dextrose],2,MB
PENICILLIN G POT IN DEXTROSE SOLN 40000 UNIT/ML [penicillin g pot in dextrose],2,MB
PENICILLIN G POT IN DEXTROSE SOLN 60000 UNIT/ML [penicillin g pot in dextrose],2,MB
penicillin g potassium solr 20000000 unit,1,MB
penicillin g potassium solr 5000000 unit,1,MB
penicillin g procaine susp 600000 unit/ml,2,MB
penicillin g sodium solr 5000000 unit,2,MB
penicillin v potassium solr 125 mg/5ml,1,
penicillin v potassium solr 250 mg/5ml,1,
penicillin v potassium tabs 250 mg,1,
penicillin v potassium tabs 500 mg,1,
[Penicillin G Potassium] PFIZERPEN SOLR 20000000 UNIT,1,MB
piperacillin sod-tazobactam so solr 2.25 (2-0.25) gm,1,MB
piperacillin sod-tazobactam so solr 3.375 (3-0.375) gm,1,MB
piperacillin sod-tazobactam so solr 4.5 (4-0.5) gm,1,MB
piperacillin sod-tazobactam so solr 40.5 (36-4.5) gm,1,MB
PRIMAXIN IV SOLR 250-250 MG [imipenem-cilastatin],2,MB
PRIMAXIN IV SOLR 500-500 MG [imipenem-cilastatin],2,MB
PRIMSOL SOLN 50 MG/5ML [trimethoprim hcl],2,
streptomycin sulfate solr 1 gm,2,MB
sulfadiazine tabs 500 mg,2,
sulfamethoxazole-trimethoprim soln 400-80 mg/5ml,1,MB
sulfamethoxazole-trimethoprim susp 200-40 mg/5ml,1,
sulfamethoxazole-trimethoprim tabs 400-80 mg,1,
sulfamethoxazole-trimethoprim tabs 800-160 mg,1,
sulfasalazine tabs 500 mg,1,
sulfasalazine tbec 500 mg,1,
[Cefixime] SUPRAX SUSR 100 MG/5ML,2,
SYNERCID SOLR 150-350 MG [quinupristin- dalfopristin],4,MB
[Ceftazidime] TAZICEF SOLR 1 GM,1,MB
[Ceftazidime] TAZICEF SOLR 2 GM,1,MB
TETRACYCLINE HCL CAPS 250 MG [tetracycline hcl],1,
TETRACYCLINE HCL CAPS 500 MG [tetracycline hcl],1,
TOBI PODHALER CAPS 28 MG [tobramycin],4,
tobramycin nebu 300 mg/5ml,1,
tobramycin sulfate soln 10 mg/ml,1,MB
tobramycin sulfate soln 80 mg/2ml,1,MB
tobramycin sulfate solr 1.2 gm,1,MB
vancomycin hcl caps 125 mg,1,
vancomycin hcl caps 250 mg,1,
VANCOMYCIN HCL IN DEXTROSE SOLN 1-5 GM/200ML-% [vancomycin hcl-dextrose],2,MB
VANCOMYCIN HCL IN DEXTROSE SOLN 500-5,2,MB
vancomycin hcl solr 1 gm,1,MB
vancomycin hcl solr 10 gm,1,MB
vancomycin hcl solr 5 gm,1,MB
vancomycin hcl solr 500 mg,1,MB
XIFAXAN TABS 550 MG [rifaximin],2,QL - 30 day(s)
ZINACEF IN STERILE WATER SOLN 1.5 GM [cefuroxime in sterile water],2,MB
ZINACEF SOLR 750 MG [cefuroxime sodium],2,MB
ZITHROMAX PACK 1 GM [azithromycin],2,
ZOSYN SOLN 2-0.25 GM/50ML [piperacillin sodium- tazobactam sodium in dextrose],2,MB
ZOSYN SOLN 3-0.375 GM/50ML [piperacillin sodium- tazobactam sodium in dextrose],2,MB
ZYVOX SUSR 100 MG/5ML [linezolid],4,
ZYVOX TABS 600 MG [linezolid],4,
ABELCET SUSP 5 MG/ML [amphotericin b lipid],2,MB
AMBISOME SUSR 50 MG [amphotericin b liposome],4,MB
amphotericin b solr 50 mg,2,MB
CANCIDAS SOLR 50 MG [caspofungin acetate],4,MB
CANCIDAS SOLR 70 MG [caspofungin acetate],4,MB
fluconazole in dextrose soln 200 mg/100ml,1,MB
fluconazole in dextrose soln 400 mg/200ml,1,MB
fluconazole in nacl inj nacl 200,1,MB
fluconazole in nacl inj nacl 400,1,MB
fluconazole in sodium chloride soln 200-0.9 mg/100ml-%,1,MB
fluconazole in sodium chloride soln 400-0.9 mg/200ml-%,1,MB
fluconazole susr 10 mg/ml,1,
fluconazole susr 40 mg/ml,1,
fluconazole tabs 100 mg,1,
fluconazole tabs 150 mg,1,
fluconazole tabs 200 mg,1,
fluconazole tabs 50 mg,1,
flucytosine caps 250 mg,1,
flucytosine caps 500 mg,1,
griseofulvin microsize susp 125 mg/5ml,1,
griseofulvin microsize tabs 500 mg,1,
griseofulvin ultramicrosize tabs 125 mg,1,
griseofulvin ultramicrosize tabs 250 mg,1,
itraconazole caps 100 mg,1,
ketoconazole tabs 200 mg,1,
nystatin susp 100000 unit/ml,1,
nystatin tabs 500000 unit,1,
SPORANOX SOLN 10 MG/ML [itraconazole],2,
terbinafine hcl tabs 250 mg,1,
VFEND IV SOLR 200 MG [voriconazole],2,MB
voriconazole tabs 200 mg,1,
voriconazole tabs 50 mg,1,
HARVONI TABS 90-400 MG [ledipasvir-sofosbuvir],4,QL - 30 day(s)
PEG-INTRON REDIPEN KIT 120 MCG/0.5ML [peginterferon alfa-2b],4,QL - 30 day(s)
PEG-INTRON REDIPEN KIT 150 MCG/0.5ML [peginterferon alfa-2b],4,QL - 30 day(s)
PEGASYS PROCLICK SOLN 135 MCG/0.5ML [peginterferon alfa-2a],4,QL - 30 day(s)
PEGASYS PROCLICK SOLN 180 MCG/0.5ML [peginterferon alfa-2a],4,QL - 30 day(s)
PEGASYS SOLN 180 MCG/0.5ML [peginterferon alfa- 2a],4,QL - 30 day(s)
PEGASYS SOLN 180 MCG/ML [peginterferon alfa-2a],4,QL - 30 day(s)
PEGINTRON KIT 50 MCG/0.5ML [peginterferon alfa- 2b],4,QL - 30 day(s)
ribavirin caps 200 mg,1,
SOVALDI TABS 400 MG [sofosbuvir],4,QL - 30 day(s)
CAPASTAT SULFATE SOLR 1 GM [capreomycin sulfate],2,MB
cycloserine caps 250 mg,1,
dapsone tabs 100 mg,1,
dapsone tabs 25 mg,1,
ethambutol hcl tabs 100 mg,1,
ethambutol hcl tabs 400 mg,1,
isoniazid soln 100 mg/ml,2,MB
isoniazid syrp 50 mg/5ml,2,
isoniazid tabs 100 mg,1,
isoniazid tabs 300 mg,1,
PRETOMANID TABS 200 MG [pretomanid],2,
PRIFTIN TABS 150 MG [rifapentine],2,
pyrazinamide tabs 500 mg,1,
rifabutin caps 150 mg,1,
[Isoniazid & Rifampin] RIFAMATE CAPS 150-300 MG,2,
rifampin caps 150 mg,1,
rifampin caps 300 mg,1,
rifampin solr 600 mg,1,MB
TRECATOR TABS 250 MG [ethionamide],2,
ALINIA SUSR 100 MG/5ML [nitazoxanide],2,
ALINIA TABS 500 MG [nitazoxanide],2,
atovaquone susp 750 mg/5ml,1,
atovaquone-proguanil hcl tabs 250-100 mg,1,
atovaquone-proguanil hcl tabs 62.5-25 mg,1,
chloroquine phosphate tabs 250 mg,1,
chloroquine phosphate tabs 500 mg,1,
COARTEM TABS 20-120 MG [artemether- lumefantrine],2,
DARAPRIM TABS 25 MG [pyrimethamine],2,
hydroxychloroquine sulfate tabs 200 mg,1,
KRINTAFEL TABS 150 MG [tafenoquine succinate],2,
mefloquine hcl tabs 250 mg,1,
METRONIDAZOLE IN NACL SOLN 5-0.79 MG/ML-% [metronidazole in nacl],1,MB
METRONIDAZOLE IN NACL SOLN 500-0.74 MG/100ML-% [metronidazole in nacl],2,MB
metronidazole tabs 250 mg,1,
metronidazole tabs 500 mg,1,
NEBUPENT SOLR 300 MG [pentamidine isethionate],2,
paromomycin sulfate caps 250 mg,1,
PENTAM SOLR 300 MG [pentamidine isethionate],2,MB
PRIMAQUINE PHOSPHATE TABS 26.3 MG [primaquine phosphate],2,
acyclovir caps 200 mg,1,
acyclovir sodium inj 1000mg,1,MB
acyclovir sodium soln 50 mg/ml,1,MB
acyclovir susp 200 mg/5ml,1,
acyclovir tabs 400 mg,1,
acyclovir tabs 800 mg,1,
adefovir dipivoxil tabs 10 mg,1,
atazanavir sulfate caps 150 mg,1,
atazanavir sulfate caps 200 mg,1,
atazanavir sulfate caps 300 mg,1,
BARACLUDE SOLN 0.05 MG/ML [entecavir],4,
cidofovir soln 75 mg/ml,1,MB
DAKLINZA TABS 30 MG [daclatasvir dihydrochloride],4,
DAKLINZA TABS 60 MG [daclatasvir dihydrochloride],4,
DESCOVY TABS 200-25 MG [emtricitabine-tenofovir,2,
didanosine cpdr 200 mg,1,
didanosine cpdr 250 mg,1,
didanosine cpdr 400 mg,1,
efavirenz caps 200 mg,1,
efavirenz caps 50 mg,1,
efavirenz tabs 600 mg,1,
entecavir tabs 0.5 mg,1,
entecavir tabs 1 mg,1,
EPCLUSA TABS 400-100 MG [sofosbuvir-velpatasvir],4,QL - 30 day(s)
EPIVIR HBV SOLN 5 MG/ML [lamivudine (hbv)],2,
EPIVIR HBV TABS 100 MG [lamivudine (hbv)],2,
EVOTAZ TABS 300-150 MG [atazanavir sulfate- cobicistat],2,
famciclovir tabs 500 mg,1,
fosamprenavir calcium tabs 700 mg,1,
FOSCAVIR SOLN 6000 MG/250ML [foscarnet sodium],2,MB
ganciclovir sodium solr 500 mg,1,MB
GENVOYA TABS 150-150-200-10 MG [elvitegravir- cobicistat-emtricitabine-tenofovir alafenamide],2,
HARVONI TABS 45-200 MG [ledipasvir-sofosbuvir],2,QL - 30 day(s)
JULUCA TABS 50-25 MG [dolutegravir sodium- rilpivirine hcl],2,
lamivudine tabs 100 mg,1,
ODEFSEY TABS 200-25-25 MG [emtricitabine- rilpivirine-tenofovir alafenamide fumarate],2,
oseltamivir phosphate caps 30 mg,1,
oseltamivir phosphate caps 45 mg,1,
oseltamivir phosphate caps 75 mg,1,
oseltamivir phosphate susr 6 mg/ml,1,
PREVYMIS SOLN 240 MG/12ML [letermovir],4,"QL - 30 day(s),MB"
PREVYMIS SOLN 480 MG/24ML [letermovir],4,"QL - 30 day(s),MB"
PREVYMIS TABS 240 MG [letermovir],4,QL - 30 day(s)
PREVYMIS TABS 480 MG [letermovir],4,QL - 30 day(s)
PREZCOBIX TABS 800-150 MG [darunavir-cobicistat],2,
RELENZA DISKHALER AEPB 5 MG/BLISTER [zanamivir],2,
RETROVIR SOLN 10 MG/ML [zidovudine],2,MB
rimantadine hcl tabs 100 mg,1,
ritonavir tabs 100 mg,1,
SOVALDI TABS 200 MG [sofosbuvir],2,QL - 30 day(s)
SYNAGIS SOLN 100 MG/ML [palivizumab],4,MB
SYNAGIS SOLN 50 MG/0.5ML [palivizumab],4,MB
TAMIFLU CAPS 30 MG [oseltamivir phosphate],2,
TAMIFLU CAPS 45 MG [oseltamivir phosphate],2,
TAMIFLU CAPS 75 MG [oseltamivir phosphate],2,
TAMIFLU SUSR 6 MG/ML [oseltamivir phosphate],2,
tenofovir disoproxil fumarate tabs 300 mg,1,
TIVICAY TABS 10 MG [dolutegravir sodium],2,
TIVICAY TABS 25 MG [dolutegravir sodium],2,
TRUVADA TABS 100-150 MG [emtricitabine-tenofovir disoproxil fumarate],2,
TRUVADA TABS 133-200 MG [emtricitabine-tenofovir disoproxil fumarate],2,
TRUVADA TABS 167-250 MG [emtricitabine-tenofovir disoproxil fumarate],2,
valacyclovir hcl tabs 1 gm,1,
valacyclovir hcl tabs 500 mg,1,
VALCYTE SOLR 50 MG/ML [valganciclovir hcl],4,QL - 30 day(s)
valganciclovir hcl tabs 450 mg,1,
VIRAZOLE SOLR 6 GM [ribavirin],4,
voriconazole solr 200 mg,1,MB
VOSEVI TABS 400-100-100 MG [sofosbuvir- velpatasvir-voxilaprevir],4,QL - 30 day(s)
MACRODANTIN CAPS 25 MG [nitrofurantoin macrocrystal],2,
methenamine hippurate tabs 1 gm,1,
NITROFURANTOIN MACROCRYSTAL CAPS 100 MG [nitrofurantoin macrocrystal],1,
NITROFURANTOIN MACROCRYSTAL CAPS 25 MG [nitrofurantoin macrocrystal],1,
NITROFURANTOIN MACROCRYSTAL CAPS 50 MG [nitrofurantoin macrocrystal],1,
nitrofurantoin monohyd macro caps 100 mg,1,
nitrofurantoin susp 25 mg/5ml,1,
trimethoprim tabs 100 mg,1,
cyproheptadine hcl syrp 2 mg/5ml,1,
cyproheptadine hcl tabs 4 mg,1,
diphenhydramine hcl soln 50 mg/ml,1,MB
promethazine hcl soln 25 mg/ml,1,MB
promethazine hcl tabs 12.5 mg,1,
promethazine hcl tabs 25 mg,1,
[Promethazine Hcl] PROMETHEGAN SUPP 12.5 MG,1,
[Promethazine Hcl] PROMETHEGAN SUPP 25 MG,1,
abiraterone acetate tabs 250 mg,1,"QL - 30 day(s),OC"
ABRAXANE SUSR 100 MG [paclitaxel protein-bound particles],4,MB
ADCETRIS SOLR 50 MG [brentuximab vedotin],2,MB
AFINITOR TABS 10 MG [everolimus],4,"QL - 30 day(s),OC"
AFINITOR TABS 2.5 MG [everolimus],4,"QL - 30 day(s),OC"
AFINITOR TABS 5 MG [everolimus],4,"QL - 30 day(s),OC"
AFINITOR TABS 7.5 MG [everolimus],4,"QL - 30 day(s),OC"
ALECENSA CAPS 150 MG [alectinib hcl],4,"QL - 30 day(s),OC"
ALIMTA SOLR 500 MG [pemetrexed disodium],4,MB
ALKERAN TABS 2 MG [melphalan],2,OC
ALUNBRIG TABS 180 MG [brigatinib],4,"QL - 30 day(s),OC"
ALUNBRIG TABS 30 MG [brigatinib],4,"QL - 30 day(s),OC"
ALUNBRIG TABS 90 MG [brigatinib],4,"QL - 30 day(s),OC"
ALUNBRIG TBPK 90 & 180 MG [brigatinib],4,"QL - 30 day(s),OC"
anastrozole tabs 1 mg,1,"OC,PREV"
ARRANON SOLN 5 MG/ML [nelarabine],4,MB
